Name,Genre,Platform,Global_Sales,Cluster
Ratchet & Clank: Going Commando,Platform,PS2,2.78,2
Tekken 6,Fighting,PS3,2.78,2
The Sims,Simulation,PS2,2.77,2
Sonic and the Secret Rings,Platform,Wii,2.77,2
Saints Row: The Third,Action,X360,2.77,2
Missile Command,Shooter,2600,2.76,2
Mario Paint,Misc,SNES,2.75,2
Assassin's Creed IV: Black Flag,Action,PS4,2.74,2
Pokémon Stadium 2,Strategy,N64,2.73,2
Metroid,Action,NES,2.73,2
L.A. Noire,Adventure,X360,2.72,2
Call of Duty 3,Shooter,X360,2.71,2
The Legend of Zelda: A Link to the Past,Action,GBA,2.7,2
Onimusha: Warlords,Action,PS2,2.7,2
Mortal Kombat X,Fighting,PS4,2.7,2
Mario Party,Misc,N64,2.7,2
Madden NFL 12,Sports,X360,2.69,2
LEGO Star Wars II: The Original Trilogy,Action,PS2,2.69,2
Madden NFL 11,Sports,X360,2.69,2
Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,DS,2.69,2
Skate 3,Sports,X360,2.68,2
Burnout 3: Takedown,Racing,PS2,2.68,2
Yokai Watch 2 Shinuchi,Role-Playing,3DS,2.68,2
Need for Speed: Shift,Racing,PS3,2.68,3
Final Fantasy XIII-2,Role-Playing,PS3,2.68,2
Mortal Kombat,Fighting,GEN,2.67,2
Call Of Duty 2: Big Red One,Shooter,PS2,2.67,2
Guitar Hero: World Tour,Misc,X360,2.67,2
Medal of Honor,Shooter,PS,2.67,2
Fable,Role-Playing,XB,2.66,2
Hannah Montana,Action,DS,2.65,2
Tom Clancy's Splinter Cell,Action,PS2,2.65,2
Skylanders Giants,Action,Wii,2.65,2
Medal of Honor Heroes,Shooter,PSP,2.65,3
Super Mario Bros.: The Lost Levels,Platform,NES,2.65,2
Star Wars: Shadows of the Empire,Action,N64,2.65,2
LEGO Star Wars: The Complete Saga,Action,X360,2.64,2
Midnight Club: Street Racing,Racing,PS2,2.63,2
Pac-Man: Adventures in Time,Fighting,PSP,2.63,3
Halo Wars,Strategy,X360,2.63,2
God of War Collection,Action,PS3,2.63,2
ESPN NFL 2K5,Sports,PS2,2.62,2
Mario Strikers Charged,Sports,Wii,2.62,2
Medal of Honor,Shooter,X360,2.62,2
FIFA Soccer 10,Sports,X360,2.62,2
NBA 2K12,Sports,X360,2.62,2
Style Savvy,Simulation,DS,2.61,2
Harry Potter and the Chamber of Secrets,Action,PS2,2.61,2
Super Mario All-Stars: Limited Edition,Platform,Wii,2.6,2
Streets of Rage,Action,GEN,2.6,2
FIFA Soccer 09,Sports,PS3,2.59,2
Ratchet & Clank Future: Tools of Destruction,Platform,PS3,2.59,2
NBA Live 2005,Sports,PS2,2.59,2
LittleBigPlanet,Platform,PSP,2.58,3
Killzone: Shadow Fall,Shooter,PS4,2.58,2
Ghostbusters: The Video Game (DS Version),Action,X360,2.58,2
Monster Hunter Freedom 2,Role-Playing,PSP,2.58,2
WWE SmackDown vs. RAW 2007,Fighting,PS2,2.58,2
Ratchet & Clank: Up Your Arsenal,Platform,PS2,2.57,2
Art Academy,Misc,DS,2.57,2
Dragon Age: Origins,Role-Playing,X360,2.57,2
Madden NFL 08,Sports,PS2,2.57,2
Sonic Adventure 2 Battle,Platform,GC,2.56,2
Dragon Warrior II,Role-Playing,NES,2.56,2
Madden NFL 13,Sports,PS3,2.56,2
Pokémon Colosseum,Role-Playing,GC,2.54,2
Deca Sports,Sports,Wii,2.54,2
Madden NFL 09,Sports,X360,2.54,2
Crazy Taxi,Racing,PS2,2.52,2
Perfect Dark,Action,N64,2.52,2
Game Party,Misc,Wii,2.52,2
Dragon Warrior,Role-Playing,NES,2.52,3
Tomb Raider (2013),Action,PS3,2.51,2
Marvel: Ultimate Alliance,Role-Playing,X360,2.5,2
PES 2009: Pro Evolution Soccer,Sports,PS2,2.5,3
Mario Party 2,Misc,N64,2.5,2
Saints Row: The Third,Action,PS3,2.49,2
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,XB,2.49,2
LEGO Harry Potter: Years 1-4,Action,Wii,2.49,2
Mortal Kombat: Deadly Alliance,Fighting,PS2,2.49,2
Resistance 2,Shooter,PS3,2.48,2
Pure,Racing,X360,2.48,2
Tomb Raider: The Last Revelation,Action,PS,2.48,2
NBA 2K13,Sports,PS3,2.48,2
NBA 2K14,Sports,X360,2.47,2
Mario Party 4,Misc,GC,2.47,2
uDraw Studio,Misc,Wii,2.46,2
Midnight Club: Los Angeles,Racing,PS3,2.45,2
Final Fantasy V,Role-Playing,SNES,2.45,2
Final Fantasy Tactics,Role-Playing,PS,2.45,2
Twisted Metal 2,Racing,PS,2.44,2
Halo: Combat Evolved Anniversary,Shooter,X360,2.44,2
Need for Speed Carbon: Own the City,Racing,PSP,2.44,2
The Sims: Bustin' Out,Simulation,PS2,2.43,2
Riven: The Sequel to Myst,Adventure,PC,2.43,2
Tom Clancy's Rainbow Six: Vegas 2,Shooter,X360,2.42,2
Sonic Adventure,Platform,DC,2.42,2
Ice Hockey,Sports,NES,2.42,2
pro evolution soccer 2011,Sports,PS3,2.42,2
Dragon Ball Z: Budokai 2,Fighting,PS2,2.41,2
ATV Offroad Fury,Racing,PS2,2.41,2
Dino Crisis,Action,PS,2.41,2
Minecraft,Misc,XOne,2.41,2
Need for Speed: ProStreet,Racing,PS2,2.41,3
Madden NFL 16,Sports,XOne,2.4,2
Tetris Plus,Puzzle,PS,2.4,2
Pro Wrestling,Fighting,NES,2.4,2
Theme Hospital,Strategy,PC,2.4,2
Need for Speed (2015),Racing,PS4,2.39,2
Zumba Fitness,Sports,X360,2.39,2
Monopoly,Misc,PC,2.39,2
Batman: Arkham Origins,Action,PS3,2.39,2
Dead Island,Action,X360,2.39,2
Guitar Hero,Misc,PS2,2.38,2
LEGO Star Wars: The Complete Saga,Action,PS3,2.38,2
Kinect: Disneyland Adventures,Misc,X360,2.38,2
WCW/nWo Revenge,Fighting,N64,2.38,2
Bloodborne,Action,PS4,2.38,2
NBA 2K15,Sports,PS4,2.38,2
Madden NFL 11,Sports,PS3,2.38,2
Yu-Gi-Oh! The Duelists of the Roses,Misc,PS2,2.38,2
Madden NFL 08,Sports,X360,2.37,2
Half-Life 2,Shooter,PC,2.37,2
The Incredibles,Action,PS2,2.37,2
Tony Hawk's Underground 2,Sports,PS2,2.37,2
Madden NFL 10,Sports,PS3,2.37,2
Kinect Sports: Season Two,Sports,X360,2.36,2
Kirby's Dream Land 2,Platform,GB,2.36,2
LEGO Harry Potter: Years 1-4,Action,DS,2.35,2
Donkey Kong Land II,Platform,GB,2.35,2
Dragon Warrior Monsters,Role-Playing,GB,2.35,2
Midnight Club: Los Angeles,Racing,X360,2.35,2
Skylanders SWAP Force,Platform,Wii,2.34,2
WWE SmackDown vs Raw 2008,Fighting,PS2,2.34,3
My Fitness Coach,Sports,Wii,2.34,2
Resident Evil - Code: Veronica X,Action,PS2,2.34,2
The Sims 3,Simulation,X360,2.33,2
The Legend of Zelda: Majora's Mask 3D,Action,3DS,2.32,2
NBA 2K16,Sports,XOne,2.32,2
Just Dance Kids,Misc,Wii,2.32,2
Mario Tennis,Sports,N64,2.32,2
Grand Theft Auto,Action,PS,2.32,2
James Bond 007: Everything or Nothing,Shooter,PS2,2.31,2
WarioWare Touched!,Puzzle,DS,2.31,2
Need For Speed: High Stakes,Racing,PS,2.31,2
Chrono Trigger,Role-Playing,SNES,2.31,2
Cool Boarders 3,Sports,PS,2.31,2
LEGO Marvel Super Heroes,Action,X360,2.3,2
Guild Wars 2,Action,PC,2.3,2
Pokemon Ranger: Shadows of Almia,Role-Playing,DS,2.3,2
Dead Island,Action,PS3,2.29,2
Tomb Raider II,Action,PC,2.29,2
God of War: Ascension,Action,PS3,2.29,2
Need for Speed Underground 2,Racing,XB,2.28,2
Pro Evolution Soccer 2010,Sports,PS3,2.28,2
Just Dance 2015,Misc,Wii,2.28,2
Yokai Watch Busters,Action,3DS,2.28,2
Mario Bros.,Platform,NES,2.28,2
FIFA Soccer 09,Sports,PS2,2.28,3
Star Wars: The Force Unleashed,Action,PS3,2.28,2
Borderlands 2,Shooter,PS3,2.28,2
TOCA Touring Car Championship,Racing,PS,2.28,2
Paper Mario: Sticker Star,Role-Playing,3DS,2.27,2
Sonic's Ultimate Genesis Collection,Misc,PS3,2.27,2
Super Monkey Ball: Banana Blitz,Misc,Wii,2.27,2
Kirby: Nightmare in Dream Land,Platform,GBA,2.27,2
Wario Land 4,Platform,GBA,2.26,2
Guitar Hero III: Legends of Rock,Misc,PS3,2.26,2
Resident Evil 4,Action,Wii,2.26,2
Minecraft,Misc,PSV,2.25,2
Onimusha 2: Samurai's Destiny,Adventure,PS2,2.25,2
Cool Boarders 2,Sports,PS,2.25,2
Paper Mario: The Thousand-Year Door,Role-Playing,GC,2.25,2
Madden NFL 12,Sports,PS3,2.25,2
Monster Hunter Tri,Role-Playing,Wii,2.25,2
Dissidia: Final Fantasy,Fighting,PSP,2.25,2
Sonic Advance,Platform,GBA,2.24,2
Spyro: Season of Ice,Platform,GBA,2.23,2
Teenage Mutant Ninja Turtles II: The Arcade Game,Action,NES,2.23,2
LEGO Indiana Jones: The Original Adventures,Action,DS,2.23,2
Dance Dance Revolution X2,Simulation,PS2,2.23,2
New Super Luigi U,Platform,WiiU,2.22,2
Prince of Persia: The Sands of Time,Action,PS2,2.22,2
Scribblenauts,Puzzle,DS,2.22,2
The Legend of Zelda: Link's Awakening DX,Adventure,GB,2.22,2
Need for Speed: Hot Pursuit,Racing,X360,2.22,2
BioShock 2,Shooter,X360,2.21,2
Assassin's Creed IV: Black Flag,Action,XOne,2.21,2
Devil May Cry 3: Dante's Awakening Special Edition,Action,PS2,2.21,2
Rock Band 2,Misc,X360,2.2,2
Frogger,Action,2600,2.2,2
Guitar Hero II,Misc,X360,2.2,2
Wario Land 3,Platform,GB,2.2,2
Pro Yakyuu Family Stadium,Sports,NES,2.2,2
Sonic Unleashed,Platform,Wii,2.2,2
High School Musical: Makin' the Cut!,Puzzle,DS,2.2,2
Pro Evolution Soccer 2012,Action,PS3,2.19,2
Saints Row,Action,X360,2.19,2
Star Wars: Knights of the Old Republic,Role-Playing,XB,2.19,2
Kirby's Pinball Land,Misc,GB,2.19,2
Donkey Kong Country,Platform,GB,2.19,2
Hitman: Absolution,Action,PS3,2.19,2
Yu-Gi-Oh: Duel Monsters 4,Role-Playing,GB,2.18,2
ATV Offroad Fury 2,Racing,PS2,2.18,2
Forza Motorsport 5,Racing,XOne,2.18,2
Madden NFL 25,Sports,X360,2.18,2
Pokemon Ranger,Role-Playing,DS,2.18,2
Mario & Luigi: Superstar Saga,Role-Playing,GBA,2.17,2
Final Fantasy XIII,Role-Playing,X360,2.17,2
Star Wars: Rogue Squadron,Simulation,N64,2.17,2
Tennis,Sports,NES,2.17,2
The Sims: House Party,Simulation,PC,2.16,2
Your Shape featuring Jenny McCarthy,Sports,Wii,2.16,2
Syphon Filter 2,Shooter,PS,2.15,2
Tom Clancy's Rainbow Six: Siege,Shooter,PS4,2.15,2
Volleyball,Sports,NES,2.15,2
FIFA 15,Sports,XOne,2.15,2
Call of Duty: Roads to Victory,Shooter,PSP,2.14,2
Super Mario RPG: Legend of the Seven Stars,Role-Playing,SNES,2.14,2
Mahjong,Misc,NES,2.14,2
R.C. Pro-Am,Racing,NES,2.14,2
SimCity 2000,Simulation,PC,2.14,2
Demon Attack,Shooter,2600,2.13,2
Dance Dance Revolution Extreme,Simulation,PS2,2.13,2
Tetris DS,Puzzle,DS,2.13,2
Final Fantasy Tactics Advance,Role-Playing,GBA,2.13,2
Far Cry: Primal,Action,PS4,2.13,2
Toy Story 3: The Video Game,Action,DS,2.12,2
Final Fantasy III,Role-Playing,DS,2.12,2
Kirby's Epic Yarn,Platform,Wii,2.12,2
Project Gotham Racing,Racing,XB,2.12,2
Golf,Sports,GB,2.12,2
NBA 2K12,Sports,PS3,2.11,2
Borderlands,Shooter,PS3,2.11,2
Tony Hawk's Pro Skater,Sports,N64,2.11,2
PES 2009: Pro Evolution Soccer,Sports,PS3,2.11,2
Need for Speed: Hot Pursuit 2,Racing,PS2,2.11,2
Mario Sports Mix,Sports,Wii,2.11,2
Dynasty Warriors 4,Action,PS2,2.11,2
Mortal Kombat,Fighting,X360,2.11,2
Parasite Eve,Role-Playing,PS,2.1,2
Scooby-Doo! Night of 100 Frights,Platform,PS2,2.1,2
Project Gotham Racing (JP weekly sales),Action,XB,2.1,2
Need for Speed: Most Wanted 5-1-0,Racing,PSP,2.1,2
Portal 2,Shooter,X360,2.1,2
Devil May Cry 3: Dante's Awakening,Action,PS2,2.09,2
Derby Stallion,Sports,PS,2.09,2
Dead Rising,Action,X360,2.09,2
Finding Nemo,Action,PS2,2.09,2
NBA 2K11,Action,X360,2.09,2
Wipeout: The Game,Misc,Wii,2.09,2
The Sims 2: Pets,Simulation,DS,2.09,2
Battlefield: Hardline,Shooter,PS4,2.09,2
Metal Gear Solid: Peace Walker,Action,PSP,2.09,2
World of Warcraft: Cataclysm,Role-Playing,PC,2.08,2
Tetris Worlds,Puzzle,PS2,2.08,2
Need For Speed: Undercover,Racing,PS3,2.08,2
Dance Dance Revolution: Hottest Party,Simulation,Wii,2.08,2
Mario Party 5,Misc,GC,2.08,2
Ghostbusters: The Video Game (DS Version),Action,PS3,2.08,2
Sim Theme Park,Strategy,PC,2.08,2
Warcraft: Orcs & Humans,Strategy,PC,2.08,2
Skate 3,Sports,PS3,2.08,2
Spec Ops: Airborne Commando,Shooter,PS,2.07,2
Kingdom Hearts: Birth by Sleep,Role-Playing,PSP,2.07,2
UFC 2009 Undisputed,Fighting,X360,2.07,2
Dark Souls,Role-Playing,PS3,2.07,2
Yu-Gi-Oh! The Eternal Duelist Soul,Strategy,GBA,2.07,2
Need for Speed: ProStreet,Racing,X360,2.06,2
The Sims 3,Simulation,PS3,2.06,2
Tom Clancy's Splinter Cell: Conviction,Action,X360,2.06,2
Pokemon Mystery Dungeon: Red/Blue Rescue Team,Role-Playing,GBA,2.06,2
The Incredibles,Action,GBA,2.06,2
R4: Ridge Racer Type 4,Racing,PS,2.06,2
SoulCalibur II,Fighting,PS2,2.06,2
Mario & Luigi: Dream Team,Role-Playing,3DS,2.06,2
Need for Speed: ProStreet,Racing,PS3,2.05,2
Carnival Games,Misc,DS,2.05,2
NBA 2K14,Sports,PS3,2.05,2
Pokémon Mystery Dungeon: Blue Rescue Team,Role-Playing,DS,2.05,2
Sonic Mega Collection,Misc,GC,2.05,2
Diablo III,Role-Playing,PS3,2.05,2
NBA Jam,Sports,GEN,2.05,2
PGR4 - Project Gotham Racing 4,Racing,X360,2.05,2
Kingdom Hearts 358/2 Days,Role-Playing,DS,2.04,2
Dance Central 2,Misc,X360,2.04,2
Rayman Raving Rabbids: TV Party,Misc,Wii,2.04,2
SOCOM: U.S. Navy SEALs: Combined Assault,Shooter,PS2,2.04,2
Peter Jackson's King Kong: The Official Game of the Movie,Action,PS2,2.04,2
Donkey Kong Country,Platform,GBA,2.04,2
Need for Speed: The Run,Action,PS3,2.04,2
Madden NFL 15,Sports,PS4,2.03,2
1080°: TenEighty Snowboarding,Sports,N64,2.03,2
Just Dance 3,Misc,X360,2.03,2
NBA Live 2004,Sports,PS2,2.03,2
Dead Space,Action,PS3,2.02,2
Call of Duty 2,Shooter,X360,2.02,2
Madden NFL 15,Sports,X360,2.02,2
Forza Horizon,Racing,X360,2.02,2
TouchMaster,Puzzle,DS,2.01,2
Tom Clancy's The Division,Shooter,XOne,2.01,2
LEGO Marvel Super Heroes,Action,PS3,2.0,2
Fire Emblem: Awakening,Role-Playing,3DS,2.0,2
DriveClub,Racing,PS4,2.0,2
Super Street Fighter II,Fighting,SNES,2.0,2
Mortal Kombat vs. DC Universe,Fighting,PS3,2.0,2
Tenchu: Stealth Assassins,Action,PS,1.99,2
Tennis,Sports,GB,1.99,2
Harry Potter and the Chamber of Secrets,Action,GBA,1.99,2
Harry Potter and the Chamber of Secrets,Action,PS,1.98,2
SimCity,Simulation,SNES,1.98,2
Battlefield 4,Shooter,XOne,1.98,2
Resident Evil 6,Shooter,X360,1.98,2
Dragon Age: Inquisition,Role-Playing,PS4,1.97,2
Sonic Classic Collection,Platform,DS,1.97,2
Spyro: Enter the Dragonfly,Platform,PS2,1.97,2
Call of Duty: World at War,Shooter,Wii,1.97,2
Devil May Cry 2,Action,PS2,1.97,2
Burnout Paradise,Racing,PS3,1.97,2
E.T.: The Extra Terrestrial,Action,2600,1.97,2
BioShock Infinite,Shooter,X360,1.96,2
Hot Shots Golf: Open Tee,Sports,PSP,1.96,2
Rad Racer,Racing,NES,1.96,2
Soccer,Sports,NES,1.96,2
Kirby Squeak Squad,Platform,DS,1.96,2
Tom Clancy's Rainbow Six: Vegas,Shooter,X360,1.96,2
Destiny,Shooter,X360,1.95,2
Crash Nitro Kart,Racing,PS2,1.95,2
Grand Theft Auto: San Andreas,Action,XB,1.95,2
Star Wars: Dark Forces,Shooter,PC,1.95,2
NBA Street Vol. 2,Sports,PS2,1.95,2
Def Jam Vendetta,Fighting,PS2,1.94,2
FIFA Soccer 09,Sports,X360,1.94,2
Who wants to be a millionaire,Misc,PC,1.94,2
Scooby Doo and the Cyber Chase,Adventure,PS,1.94,2
Alleyway,Puzzle,GB,1.94,2
Dragon Ball Z: Budokai 3,Fighting,PS2,1.94,2
Jet Moto 2,Racing,PS,1.94,2
Tom Clancy's Ghost Recon,Shooter,PS2,1.94,2
X-Men Legends,Role-Playing,PS2,1.93,2
Batman: Arkham Origins,Action,X360,1.93,2
Guitar Hero: World Tour,Misc,PS3,1.93,2
Mortal Kombat II,Fighting,SNES,1.93,2
Virtua Fighter 2,Fighting,SAT,1.93,2
Tetris DX,Puzzle,GB,1.93,2
Mortal Kombat vs. DC Universe,Fighting,X360,1.93,2
Watch Dogs,Action,PS3,1.93,2
Mario Super Sluggers,Sports,Wii,1.93,2
Tomb Raider (2013),Action,X360,1.92,2
The Legend of Zelda: Oracle of Ages,Action,GB,1.92,2
Need for Speed: Shift,Racing,X360,1.92,2
Monopoly,Misc,Wii,1.92,2
Red Faction,Shooter,PS2,1.92,2
The Sims: Makin' Magic,Simulation,PC,1.92,2
MX Unleashed,Racing,PS2,1.92,2
PaRappa The Rapper,Misc,PS,1.92,2
Toy Story Mania!,Misc,Wii,1.92,2
Mario Party 3,Misc,N64,1.91,2
Star Wars: The Force Unleashed,Action,Wii,1.91,2
Game Party 2,Misc,Wii,1.91,2
Destiny: The Taken King,Shooter,PS4,1.91,2
LEGO Star Wars III: The Clone Wars,Action,Wii,1.91,2
Star Wars Rogue Leader: Rogue Squadron II,Simulation,GC,1.9,2
Max Payne 3,Shooter,PS3,1.9,2
Need for Speed Rivals,Racing,PS4,1.89,2
Madden NFL 09,Sports,PS3,1.89,2
Yokai Watch,Role-Playing,3DS,1.89,2
Ratchet & Clank Future: A Crack in Time,Platform,PS3,1.88,2
Yu-Gi-Oh! Forbidden Memories,Role-Playing,PS,1.88,2
Mortal Kombat: Deception,Fighting,PS2,1.88,2
Hot Shots Golf 2,Sports,PS,1.88,2
Medal of Honor: European Assault (All Region sales),Shooter,PS2,1.88,2
WCW Nitro,Fighting,PS,1.88,2
High School Musical: Sing It!,Misc,PS2,1.87,3
Star Fox Adventures,Adventure,GC,1.87,2
FIFA 2000,Sports,PS,1.87,2
Dynasty Warriors 3,Action,PS2,1.87,2
Donkey Kong Country Returns,Platform,3DS,1.87,2
The Legend of Zelda: Oracle of Seasons,Adventure,GB,1.86,2
Madden NFL 06,Sports,XB,1.86,2
Shrek 2,Platform,PS2,1.86,2
The Legend of Dragoon,Role-Playing,PS,1.86,2
Turok 2: Seeds of Evil,Platform,N64,1.86,2
SingStar,Misc,PS2,1.86,2
LittleBigPlanet 3,Platform,PS4,1.86,2
NBA Live 2002,Sports,PS2,1.86,2
Phineas and Ferb,Action,DS,1.86,2
Chrono Cross,Role-Playing,PS,1.86,2
GoldenEye 007 (2010),Action,Wii,1.86,2
Mario Party: Island Tour,Misc,3DS,1.85,2
Jak 3,Platform,PS2,1.85,2
Rayman Raving Rabbids 2,Misc,Wii,1.85,2
Kingdom Hearts: Chain of Memories,Role-Playing,GBA,1.85,2
Pinball,Action,NES,1.85,2
inFAMOUS 2,Action,PS3,1.85,2
Gran Turismo Concept 2001 Tokyo,Racing,PS2,1.84,2
Demon's Souls,Role-Playing,PS3,1.84,2
NCAA Football 06,Sports,PS2,1.84,2
"Hey You, Pikachu!",Simulation,N64,1.83,2
2 Games in 1: Sonic Advance & ChuChu Rocket!,Misc,GBA,1.83,2
World of Warcraft: Mists of Pandaria,Role-Playing,PC,1.83,2
Jet Moto,Racing,PS,1.83,2
Just Cause 3,Action,PS4,1.83,2
Secret of Mana,Role-Playing,SNES,1.83,2
The Orange Box,Shooter,X360,1.83,2
Air Combat,Simulation,PS,1.83,2
Kirby: Triple Deluxe,Platform,3DS,1.82,2
Sonic & Knuckles,Platform,GEN,1.82,2
Namco Museum,Misc,PS2,1.82,2
The Sims: Hot Date,Simulation,PC,1.82,2
Metroid Prime 3: Corruption,Shooter,Wii,1.82,2
Dragon Quest VI: Realms of Revelation,Role-Playing,DS,1.81,2
The Evil Within,Action,PS4,1.81,2
DDRMAX2: Dance Dance Revolution,Simulation,PS2,1.81,2
Crazy Taxi,Racing,DC,1.81,2
Virtua Fighter 4,Fighting,PS2,1.81,2
Sly 2: Band of Thieves,Platform,PS2,1.81,2
Guitar Hero: World Tour,Misc,PS2,1.8,2
Sonic Advance 2,Platform,GBA,1.8,2
Madden NFL 07,Sports,X360,1.8,2
NBA 2K11,Action,PS3,1.8,2
NFL GameDay 2000,Sports,PS,1.8,2
Call of Duty: Black Ops 3,Shooter,PS3,1.79,2
Disney's The Lion King,Platform,SNES,1.79,2
Beyond: Two Souls,Adventure,PS3,1.79,2
Kinect Star Wars,Action,X360,1.78,2
Midnight Club II,Racing,PS2,1.78,2
Dragon Quest Monsters: Joker,Role-Playing,DS,1.78,2
SpongeBob SquarePants: SuperSponge,Action,PS,1.78,2
The Getaway: Black Monday,Action,PS2,1.78,2
Professor Layton and the Mask of Miracle,Puzzle,3DS,1.78,2
Just Cause 2,Action,PS3,1.78,2
Dragon's Dogma,Role-Playing,PS3,1.78,2
The Legend of Zelda: The Wind Waker,Action,WiiU,1.77,2
50 Cent: Bulletproof,Action,PS2,1.77,2
High School Musical: Sing It!,Misc,Wii,1.77,2
Wii Party U,Misc,WiiU,1.77,2
Madden NFL 25,Sports,PS3,1.77,2
Final Fantasy II,Role-Playing,SNES,1.77,2
Kirby 64: The Crystal Shards,Platform,N64,1.77,2
Dead or Alive 3,Fighting,XB,1.77,2
UFC 2009 Undisputed,Fighting,PS3,1.77,2
Metroid II: Return of Samus,Adventure,GB,1.76,2
WWF Attitude,Fighting,PS,1.76,2
The SpongeBob SquarePants Movie,Platform,PS2,1.76,2
Golden Sun,Role-Playing,GBA,1.76,2
Sonic the Hedgehog 3,Platform,GEN,1.76,2
Kid Icarus,Platform,NES,1.76,2
Def Jam: Fight for NY,Fighting,PS2,1.76,2
Tom Clancy's Ghost Recon,Shooter,XB,1.76,2
State of Emergency,Action,PS2,1.76,2
BioShock Infinite,Shooter,PS3,1.76,2
Hitman: Absolution,Action,X360,1.76,2
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Action,GBA,1.76,2
Call of Duty: Black Ops 3,Shooter,X360,1.76,2
The Urbz: Sims in the City,Simulation,PS2,1.76,2
FIFA Soccer 08,Sports,PS3,1.76,2
Star Wars: Starfighter,Simulation,PS2,1.76,2
Madden NFL 2000,Sports,PS,1.75,2
Kingdom Hearts,Role-Playing,PS3,1.75,2
Star Wars: Battlefront,Shooter,XB,1.75,2
Pro Evolution Soccer,Sports,PS2,1.75,2
Crackdown,Shooter,X360,1.75,2
Yoshi,Puzzle,NES,1.75,2
Disney's Aladdin,Platform,SNES,1.75,2
Kirby's Adventure,Platform,NES,1.75,2
Cooking Mama 3: Shop & Chop,Simulation,DS,1.75,2
Dance Dance Revolution X,Simulation,PS2,1.75,2
2 Games in 1: Disney Princess & The Lion King,Misc,GBA,1.75,2
Star Wars Episode I: The Phantom Menace,Adventure,PS,1.74,2
Xenosaga Episode I: Der Wille zur Macht,Role-Playing,PS2,1.74,2
Portal 2,Shooter,PS3,1.74,2
The Beatles: Rock Band,Misc,Wii,1.74,2
Forza Motorsport 6,Racing,XOne,1.74,2
Sonic Colors,Platform,Wii,1.74,2
Cruis'n USA,Racing,N64,1.74,2
Madden NFL 99,Sports,PS,1.74,2
Diablo III,Role-Playing,PS4,1.74,2
Uncharted: Golden Abyss,Shooter,PSV,1.74,2
Destiny,Shooter,PS3,1.73,2
SSX Tricky,Sports,PS2,1.73,2
Overwatch,Shooter,PS4,1.73,2
Twisted Metal III,Action,PS,1.73,2
Harry Potter and the Sorcerer's Stone,Action,GB,1.73,2
Disney Infinity,Action,Wii,1.73,2
Crash Bandicoot: The Huge Adventure,Platform,GBA,1.73,2
Dishonored,Action,X360,1.73,2
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,PS2,1.72,2
The Order: 1886,Shooter,PS4,1.72,2
The Elder Scrolls Online,Role-Playing,PS4,1.72,2
Call of Duty: World at War Final Fronts,Shooter,PS2,1.72,2
Imagine: Teacher,Simulation,DS,1.72,2
Call of Duty: Modern Warfare 3,Shooter,PC,1.72,2
Madden NFL 2005,Sports,XB,1.72,2
Star Ocean: Till The End of Time,Role-Playing,PS2,1.72,2
The Sims 3: Late Night Expansion Pack,Simulation,PC,1.71,2
Game Party 3,Puzzle,Wii,1.71,2
Toy Story 2: Buzz Lightyear to the Rescue!,Platform,PS,1.71,2
Deal or No Deal,Misc,DS,1.71,2
Ace Combat 5: The Unsung War,Simulation,PS2,1.71,2
Need for Speed Underground,Racing,XB,1.71,2
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Misc,DS,1.71,2
Tetris Worlds,Puzzle,GBA,1.71,2
Cabela's Big Game Hunter 2010,Sports,Wii,1.7,2
The Crew,Racing,PS4,1.7,2
FIFA Soccer 10,Sports,PS2,1.7,2
We Ski,Sports,Wii,1.7,2
Personal Trainer: Math,Puzzle,DS,1.7,2
Kirby's Return to Dreamland,Platform,Wii,1.7,2
Super Puyo Puyo,Puzzle,SNES,1.7,2
Ben 10: Protector of Earth,Action,DS,1.7,2
NCAA Football 07,Sports,PS2,1.7,2
SOCOM 3: U.S. Navy SEALs,Shooter,PS2,1.69,2
NBA 2K15,Sports,XOne,1.69,2
Saints Row 2,Action,PS3,1.69,2
Saints Row IV,Action,X360,1.69,2
Jampack Winter '99,Misc,PS,1.69,2
Dragon Age: Origins,Role-Playing,PS3,1.69,2
FIFA 16,Sports,X360,1.69,2
WCW vs. nWo: World Tour,Fighting,N64,1.69,2
WCW/NWO Thunder,Fighting,PS,1.69,2
Harry Potter and the Sorcerer's Stone,Action,GBA,1.69,2
Need For Speed: Undercover,Racing,X360,1.69,2
Dragon Ball Z: The Legacy of Goku,Role-Playing,GBA,1.69,2
Sid Meier's Civilization V,Strategy,PC,1.69,2
Resident Evil 4,Action,GC,1.69,2
Call of Duty Black Ops: Declassified,Action,PSV,1.69,2
Star Wars Battlefront: Renegade Squadron,Shooter,PSP,1.68,2
World Championship Poker: Featuring Howard Lederer - All In,Misc,PS2,1.68,2
NFL GameDay 98,Sports,PS,1.68,2
LEGO Batman 2: DC Super Heroes,Action,X360,1.68,2
Yoshi's Cookie,Puzzle,GB,1.68,2
Time Crisis,Shooter,PS,1.68,2
The Sims: Superstar,Simulation,PC,1.68,2
